From Files,To File
5,src/java/org/apache/cassandra/db/marshal/FrozenType.java
9,src/java/org/apache/cassandra/db/marshal/InetAddressType.java
81,src/java/org/apache/cassandra/db/marshal/Int32Type.java
25,src/java/org/apache/cassandra/db/marshal/IntegerType.java
2,src/java/org/apache/cassandra/db/marshal/LexicalUUIDType.java
30,src/java/org/apache/cassandra/db/marshal/ListType.java
47,src/java/org/apache/cassandra/db/marshal/LongType.java
41,src/java/org/apache/cassandra/db/marshal/MapType.java
3,src/java/org/apache/cassandra/db/marshal/PartitionerDefinedOrder.java
24,src/java/org/apache/cassandra/db/marshal/ReversedType.java
33,src/java/org/apache/cassandra/db/marshal/SetType.java
